"season","date_type","date","agecat_label","race_label","sex_label","state","data_type","estimate_type","rate_type","estimate"
"2024-25","Week Ending Date","2025-09-27","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.5
"2025-26","Week Ending Date","2025-10-04","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.2
"2025-26","Week Ending Date","2025-10-11","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2025-10-18","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2025-10-25","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.6
"2025-26","Week Ending Date","2025-11-01","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2025-11-08","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2025-11-15","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.7
"2025-26","Week Ending Date","2025-11-22","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.4
"2025-26","Week Ending Date","2025-11-29","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.6
"2025-26","Week Ending Date","2025-12-06","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1
"2025-26","Week Ending Date","2025-12-13","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.7
"2025-26","Week Ending Date","2025-12-20","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2025-12-27","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.2
"2025-26","Week Ending Date","2026-01-03","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.2
"2025-26","Week Ending Date","2026-01-10","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2026-01-17","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.9
"2025-26","Week Ending Date","2026-01-24","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.1
"2025-26","Week Ending Date","2026-01-31","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.8
"2025-26","Week Ending Date","2026-02-07","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.1
"2025-26","Week Ending Date","2026-02-14","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.8
"2025-26","Week Ending Date","2026-02-21","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.8
"2025-26","Week Ending Date","2026-02-28","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.3
"2025-26","Week Ending Date","2026-03-07","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1
"2025-26","Week Ending Date","2026-03-14","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.9
"2025-26","Week Ending Date","2026-03-21","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.2
"2025-26","Week Ending Date","2026-03-28","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.9
"2025-26","Week Ending Date","2026-04-04","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.2
"2025-26","Week Ending Date","2026-04-11","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.9
"2025-26","Week Ending Date","2026-04-18","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.9
"2025-26","Week Ending Date","2026-04-25","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.9
"2025-26","Week Ending Date","2026-05-02","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.5
"2025-26","Week Ending Date","2026-05-09","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.3
"2025-26","Week Ending Date","2026-05-16","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.4
"2025-26","Week Ending Date","2026-05-23","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.3
"2025-26","Week Ending Date","2026-05-30","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.3
"2025-26","Week Ending Date","2026-06-06","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.4
"2025-26","Week Ending Date","2026-06-13","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.3
"2025-26","Week Ending Date","2026-06-20","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.2
"2025-26","Week Ending Date","2026-06-27","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.2
"2025-26","Week Ending Date","2026-07-04","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.3
"2025-26","Week Ending Date","2026-07-11","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.3
"2025-26","Week Ending Date","2026-07-18","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.4
"2025-26","Week Ending Date","2026-07-25","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.4
"2025-26","Week Ending Date","2026-08-01","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1
"2025-26","Week Ending Date","2026-08-08","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1
"2025-26","Week Ending Date","2026-08-15","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",1.2
"2025-26","Week Ending Date","2026-08-22","All","All","All","GA","Weekly Rate","Rate per 100,000","Observed",0.4
